longitude,latitude,median_income,kmeans_cluster,dbscan_cluster
-118.28,33.73,2.1935,0,0
-118.28,33.73,1.9167,0,0
-118.29,33.73,2.7139,0,0
-118.29,33.72,3.1932,0,0
-118.3,33.72,3.4474,0,0
-118.3,33.72,3.3397,0,0
-118.3,33.73,3.5694,0,0
-118.31,33.73,4.1812,0,0
-118.31,33.72,4.1451,0,0
-118.33,33.69,4.7216,0,0
-118.31,33.73,5.4533,0,0
-118.32,33.73,7.6886,0,0
-118.33,33.72,6.4246,0,0
-118.29,33.71,3.7596,0,0
-118.31,33.67,5.3074,0,0
-118.3,33.72,6.2028,0,0
-118.29,33.71,3.1071,0,0
-118.29,33.71,4.25,0,0
-118.29,33.71,4.5606,0,0
-118.29,33.72,3.274,0,0
-118.29,33.72,3.5109,0,0
-118.28,33.68,3.7282,0,0
-118.23,34.24,7.642,0,0
-118.23,34.23,6.0,0,0
-118.24,34.24,7.1463,0,0
-118.24,34.24,7.585,0,0
-118.23,34.22,4.5486,0,0
-118.24,34.23,5.3473,0,0
-118.24,34.23,6.01,0,0
-118.24,34.23,5.1028,0,0
-118.25,34.23,4.1667,0,0
-118.25,34.25,4.9355,0,0
-118.25,34.23,4.6852,0,0
-118.26,34.24,6.1873,0,0
-118.26,34.24,6.6277,0,0
-118.26,34.24,5.7083,0,0
-118.26,34.24,4.4821,0,0
-118.25,34.23,4.4083,0,0
-118.25,34.22,5.5362,0,0
-118.25,34.23,5.0862,0,0
-118.26,34.23,4.5759,0,0
-118.26,34.23,7.5582,0,0
-118.26,34.23,5.4306,0,0
-118.22,34.21,3.5707,0,0
-118.23,34.21,3.5174,0,0
-118.23,34.21,3.3287,0,0
-118.23,34.21,2.5463,0,0
-118.23,34.21,3.4148,0,0
-118.24,34.22,3.4531,0,0
-118.24,34.22,4.1523,0,0
-118.25,34.22,3.8068,0,0
-118.23,34.21,6.213,0,0
-118.23,34.2,5.3925,0,0
-118.23,34.2,3.399,0,0
-118.24,34.2,5.5756,0,0
-118.24,34.21,3.5777,0,0
-118.24,34.22,5.529,0,0
-118.27,34.22,7.2812,0,0
-118.23,34.18,3.6875,0,0
-118.23,34.18,6.207,0,0
-118.23,34.18,8.1132,0,0
-118.26,34.18,8.1657,0,0
-118.22,34.19,3.215,0,0
-118.22,34.19,4.9297,0,0
-118.22,34.19,3.9777,0,0
-118.21,34.18,12.1579,0,0
-118.23,34.17,3.5781,0,0
-118.21,34.17,8.1325,0,0
-118.21,34.16,5.9199,0,0
-118.19,34.16,6.6009,0,0
-118.2,34.16,6.8317,0,0
-118.23,34.16,5.1718,0,0
-118.23,34.15,3.1004,0,0
-118.23,34.15,5.3369,0,0
-118.24,34.16,3.3333,0,0
-118.24,34.16,9.5823,0,0
-118.24,34.16,6.6603,0,0
-118.25,34.16,4.9135,0,0
-118.25,34.17,5.1242,0,0
-118.25,34.16,2.5668,0,0
-118.26,34.17,3.8576,0,0
-118.26,34.16,3.1484,0,0
-118.26,34.16,3.1733,0,0
-118.26,34.16,3.7321,0,0
-118.27,34.17,5.5118,0,0
-118.27,34.16,2.9148,0,0
-118.27,34.16,3.6587,0,0
-118.28,34.17,5.5658,0,0
-118.27,34.17,6.9135,0,0
-118.27,34.17,7.8383,0,0
-118.27,34.18,6.2976,0,0
-118.28,34.18,7.4046,0,0
-118.28,34.18,5.3185,0,0
-118.29,34.18,5.049,0,0
-118.28,34.18,6.884,0,0
-118.28,34.17,3.6354,0,0
-118.29,34.17,2.3482,0,0
-118.29,34.17,4.325,0,0
-118.29,34.18,3.6974,0,0
-118.29,34.16,3.7083,0,0
-118.29,34.16,4.3438,0,0
-118.29,34.17,2.9,0,0
-118.3,34.17,2.6016,0,0
-118.3,34.17,5.0056,0,0
-118.29,34.16,3.2083,0,0
-118.3,34.16,3.2321,0,0
-118.3,34.16,2.8342,0,0
-118.27,34.16,3.0114,0,0
-118.27,34.15,2.6729,0,0
-118.27,34.15,3.0199,0,0
-118.27,34.15,3.2171,0,0
-118.27,34.16,3.1397,0,0
-118.27,34.16,4.3438,0,0
-118.28,34.16,2.9491,0,0
-118.26,34.16,3.5417,0,0
-118.26,34.15,3.0,0,0
-118.26,34.15,2.8884,0,0
-118.26,34.15,2.8088,0,0
-118.24,34.16,6.9408,0,0
-118.24,34.15,3.3906,0,0
-118.24,34.15,3.1435,0,0
-118.25,34.15,3.6875,0,0
-118.25,34.16,3.9054,0,0
-118.24,34.15,3.052,0,0
-118.24,34.15,2.5924,0,0
-118.25,34.15,2.8478,0,0
-118.25,34.15,2.2621,0,0
-118.25,34.15,3.0441,0,0
-118.23,34.14,2.6268,0,0
-118.24,34.14,3.0206,0,0
-118.24,34.14,2.1444,0,0
-118.23,34.15,3.0288,0,0
-118.23,34.14,2.9167,0,0
-118.24,34.14,2.462,0,0
-118.24,34.14,1.9125,0,0
-118.24,34.13,3.3636,0,0
-118.24,34.13,5.6921,0,0
-118.24,34.15,1.7301,0,0
-118.24,34.14,2.4421,0,0
-118.25,34.14,1.8929,0,0
-118.25,34.14,1.8235,0,0
-118.25,34.15,0.8185,0,0
-118.26,34.14,1.5417,0,0
-118.26,34.14,2.2614,0,0
-118.27,34.14,3.0074,0,0
-118.26,34.14,4.1083,0,0
-118.27,34.15,3.008,0,0
-118.26,34.13,2.6673,0,0
-118.26,34.13,2.5,0,0
-118.26,34.13,1.2188,0,0
-118.26,34.14,2.5388,0,0
-118.25,34.14,2.1602,0,0
-118.25,34.14,2.506,0,0
-118.25,34.13,2.5417,0,0
-118.24,34.13,4.0272,0,0
-118.25,34.13,2.125,0,0
-118.25,34.13,2.2244,0,0
-118.25,34.12,2.4856,0,0
-118.31,34.22,7.1262,0,0
-118.33,34.21,6.981,0,0
-118.34,34.21,4.7885,0,0
-118.29,34.18,3.9041,0,0
-118.3,34.19,3.5083,0,0
-118.3,34.19,4.7986,0,0
-118.3,34.19,4.375,0,0
-118.31,34.19,3.7015,0,0
-118.3,34.19,4.9042,0,0
-118.31,34.2,5.0865,0,0
-118.32,34.2,6.9909,0,0
-118.32,34.2,4.9886,0,0
-118.32,34.2,3.9866,0,0
-118.33,34.2,3.6071,0,0
-118.33,34.2,4.3631,0,0
-118.34,34.2,3.0431,0,0
-118.34,34.19,2.875,0,0
-118.36,34.2,2.5267,0,0
-118.32,34.2,4.375,0,0
-118.32,34.19,4.1731,0,0
-118.32,34.19,3.0179,0,0
-118.31,34.19,3.0625,0,0
-118.32,34.19,3.3897,0,0
-118.33,34.2,3.1051,0,0
-118.3,34.18,3.0973,0,0
-118.3,34.17,3.0687,0,0
-118.3,34.18,3.3205,0,0
-118.31,34.18,3.1587,0,0
-118.31,34.19,2.0875,0,0
-118.32,34.18,3.0179,0,0
-118.32,34.18,3.4,0,0
-118.32,34.17,3.5875,0,0
-118.32,34.17,5.1008,0,0
-118.33,34.17,4.2396,0,0
-118.33,34.19,3.7344,0,0
-118.33,34.18,4.6898,0,0
-118.33,34.19,3.138,0,0
-118.34,34.19,3.1406,0,0
-118.33,34.18,3.7411,0,0
-118.33,34.18,3.8462,0,0
-118.33,34.18,5.6975,0,0
-118.34,34.19,2.6827,0,0
-118.34,34.19,4.1923,0,0
-118.34,34.18,3.24,0,0
-118.34,34.18,2.8125,0,0
-118.35,34.19,4.0313,0,0
-118.36,34.19,5.1814,0,0
-118.35,34.18,4.282,0,0
-118.35,34.18,3.3056,0,0
-118.35,34.17,3.5583,0,0
-118.35,34.17,2.0385,0,0
-118.35,34.17,4.4408,0,0
-118.36,34.17,4.0742,0,0
-118.34,34.18,3.875,0,0
-118.34,34.18,3.8668,0,0
-118.34,34.17,4.1161,0,0
-118.35,34.16,3.2015,0,0
-118.35,34.16,4.2212,0,0
-118.35,34.16,5.636,0,0
-118.33,34.17,2.473,0,0
-118.33,34.16,3.7941,0,0
-118.34,34.17,3.2125,0,0
-118.34,34.17,4.875,0,0
-118.34,34.16,3.6111,0,0
-118.34,34.16,3.692,0,0
-118.33,34.16,3.4286,0,0
-118.33,34.15,2.3667,0,0
-118.33,34.15,4.2679,0,0
-118.34,34.15,3.5637,0,0
-118.34,34.15,4.0893,0,0
-118.34,34.16,3.6486,0,0
-118.32,34.17,4.0648,0,0
-118.31,34.16,3.2112,0,0
-118.32,34.16,6.2547,0,0
-118.32,34.17,2.9306,0,0
-118.33,34.16,3.4016,0,0
-118.32,34.16,4.3173,0,0
-118.3,34.17,3.1551,0,0
-118.31,34.16,3.9464,0,0
-118.31,34.17,3.1823,0,0
-118.31,34.17,2.4074,0,0
-118.43,34.3,4.0223,0,0
-118.43,34.3,3.6023,0,0
-118.43,34.29,3.1212,0,0
-118.42,34.29,3.4821,0,0
-118.43,34.3,1.7062,0,0
-118.44,34.29,4.6864,0,0
-118.43,34.29,2.865,0,0
-118.43,34.29,3.6726,0,0
-118.43,34.29,3.2095,0,0
-118.43,34.28,2.3724,0,0
-118.44,34.29,2.0286,0,0
-118.44,34.29,3.1588,0,0
-118.45,34.29,2.3375,0,0
-118.44,34.28,1.7708,0,0
-118.44,34.28,2.875,0,0
-118.44,34.28,1.9688,0,0
-118.44,34.28,3.3687,0,0
-118.44,34.28,2.5147,0,0
-118.45,34.28,2.7155,0,0
-117.71,34.15,7.9068,0,0
-117.73,34.12,6.1731,0,0
-117.78,34.13,5.8819,0,0
-117.76,34.13,7.4837,0,0
-117.8,34.15,5.5423,0,0
-117.8,34.11,4.7969,0,0
-117.8,34.1,3.5603,0,0
-117.8,34.1,6.2456,0,0
-117.79,34.12,4.8125,0,0
-117.79,34.11,4.4722,0,0
-117.83,34.14,6.5253,0,0
-117.83,34.15,8.0683,0,0
-117.82,34.13,6.1321,0,0
-117.84,34.13,4.6937,0,0
-117.87,34.15,8.2827,0,0
-117.93,34.15,4.0393,0,0
-117.9,34.15,3.3942,0,0
-117.9,34.14,3.8365,0,0
-117.9,34.14,3.3043,0,0
-117.91,34.14,2.2442,0,0
-117.89,34.14,3.3654,0,0
-117.88,34.14,7.5112,0,0
-117.88,34.14,3.875,0,0
-117.88,34.13,4.0023,0,0
-117.85,34.14,6.1049,0,0
-117.85,34.14,4.9091,0,0
-117.86,34.14,6.2089,0,0
-117.87,34.15,5.4224,0,0
-117.86,34.14,3.1905,0,0
-117.87,34.14,2.9375,0,0
-117.85,34.13,4.3145,0,0
-117.85,34.12,3.0448,0,0
-117.86,34.13,4.636,0,0
-117.86,34.13,2.588,0,0
-117.86,34.13,3.4107,0,0
-117.87,34.13,3.4219,0,0
-117.87,34.13,3.12,0,0
-117.82,34.12,5.27,0,0
-117.84,34.12,4.8304,0,0
-117.83,34.11,4.9844,0,0
-117.84,34.11,4.8894,0,0
-117.84,34.12,4.392,0,0
-117.85,34.11,4.5708,0,0
-117.81,34.08,7.7876,0,0
-117.81,34.12,4.8229,0,0
-117.81,34.11,3.6201,0,0
-117.81,34.1,3.8929,0,0
-117.83,34.1,4.075,0,0
-117.76,34.1,2.621,0,0
-117.78,34.09,3.7177,0,0
-117.79,34.1,3.5192,0,0
-117.76,34.12,4.2415,0,0
-117.77,34.12,4.4609,0,0
-117.76,34.11,3.9825,0,0
-117.77,34.1,2.8818,0,0
-117.77,34.11,3.75,0,0
-117.78,34.11,3.0735,0,0
-117.74,34.11,5.3637,0,0
-117.75,34.12,4.3148,0,0
-117.74,34.1,2.6779,0,0
-117.74,34.1,3.5072,0,0
-117.75,34.1,3.2756,0,0
-117.71,34.12,5.6785,0,0
-117.73,34.12,6.2089,0,0
-117.71,34.1,2.2813,0,0
-117.71,34.1,1.875,0,0
-117.72,34.1,3.1477,0,0
-117.72,34.1,2.4952,0,0
-117.72,34.1,5.5,0,0
-117.73,34.1,5.8891,0,0
-117.71,34.09,4.1739,0,0
-117.71,34.08,4.2639,0,0
-117.72,34.09,3.2566,0,0
-117.72,34.09,3.7958,0,0
-117.73,34.09,2.4375,0,0
-117.73,34.09,3.5313,0,0
-117.73,34.08,2.9063,0,0
-117.74,34.09,3.4871,0,0
-117.75,34.08,3.6359,0,0
-117.75,34.08,4.0368,0,0
-117.75,34.09,4.2143,0,0
-117.76,34.08,2.9388,0,0
-117.77,34.08,6.0434,0,0
-117.77,34.07,2.8661,0,0
-117.77,34.07,3.0638,0,0
-117.75,34.07,2.63,0,0
-117.76,34.07,2.3156,0,0
-117.76,34.07,2.8594,0,0
-117.76,34.06,1.9937,0,0
-117.76,34.06,1.9583,0,0
-117.77,34.06,1.9766,0,0
-117.78,34.07,3.9784,0,0
-117.78,34.06,2.2258,0,0
-117.79,34.07,3.7583,0,0
-117.79,34.07,3.7933,0,0
-117.78,34.06,2.4464,0,0
-117.78,34.05,3.9224,0,0
-117.8,34.05,4.1118,0,0
-117.8,34.06,3.6298,0,0
-117.82,34.05,3.1641,0,0
-117.76,34.06,2.227,0,0
-117.76,34.05,1.9029,0,0
-117.75,34.05,1.6645,0,0
-117.76,34.05,2.3859,0,0
-117.74,34.08,3.4398,0,0
-117.74,34.07,3.0294,0,0
-117.74,34.06,2.8983,0,0
-117.74,34.07,4.2415,0,0
-117.75,34.07,5.2269,0,0
-117.75,34.07,1.6006,0,0
-117.72,34.08,3.2481,0,0
-117.72,34.07,3.7321,0,0
-117.73,34.08,3.8438,0,0
-117.73,34.07,4.1339,0,0
-117.72,34.06,1.9643,0,0
-117.73,34.06,3.1786,0,0
-117.73,34.06,1.4063,0,0
-117.73,34.07,2.3406,0,0
-117.73,34.07,2.2596,0,0
-117.73,34.05,2.8929,0,0
-117.73,34.05,2.0734,0,0
-117.74,34.05,2.625,0,0
-117.74,34.05,2.1354,0,0
-117.74,34.05,2.1141,0,0
-117.75,34.05,1.9718,0,0
-117.73,34.04,3.15,0,0
-117.73,34.03,3.0375,0,0
-117.74,34.02,3.7454,0,0
-117.74,34.04,3.0429,0,0
-117.74,34.03,3.4609,0,0
-117.75,34.04,3.125,0,0
-117.76,34.04,2.8347,0,0
-117.76,34.04,3.4464,0,0
-117.85,34.0,5.6513,0,0
-117.86,33.99,6.3875,0,0
-117.8,34.03,6.2384,0,0
-117.78,34.03,6.0191,0,0
-117.83,34.01,5.0111,0,0
-117.8,34.02,5.0869,0,0
-117.81,34.01,4.9589,0,0
-117.79,34.02,6.4266,0,0
-117.84,34.0,6.8758,0,0
-117.83,33.99,6.2734,0,0
-117.84,33.98,6.1076,0,0
-117.83,33.97,7.0329,0,0
-117.87,34.04,6.6288,0,0
-117.86,34.02,5.9716,0,0
-117.86,34.01,5.1762,0,0
-117.87,34.02,6.4333,0,0
-117.84,34.04,6.9754,0,0
-117.85,34.06,7.5286,0,0
-117.85,34.08,8.105,0,0
-117.85,34.07,11.1077,0,0
-117.86,34.08,7.5196,0,0
-117.87,34.08,5.6015,0,0
-117.87,34.07,3.8167,0,0
-117.85,34.1,4.51,0,0
-117.86,34.09,5.5496,0,0
-117.85,34.09,6.4667,0,0
-117.86,34.09,6.1498,0,0
-117.87,34.1,3.775,0,0
-117.87,34.09,3.6484,0,0
-117.88,34.1,4.2685,0,0
-117.89,34.09,5.5629,0,0
-117.87,34.09,5.2405,0,0
-117.87,34.08,3.2469,0,0
-117.88,34.09,3.5109,0,0
-117.86,34.1,3.5977,0,0
-117.86,34.1,5.0832,0,0
-117.87,34.1,3.875,0,0
-117.84,34.1,3.8465,0,0
-117.85,34.11,3.1133,0,0
-117.87,34.12,4.2454,0,0
-117.88,34.12,5.1708,0,0
-117.88,34.12,4.0417,0,0
-117.87,34.12,3.8571,0,0
-117.87,34.11,4.6556,0,0
-117.87,34.11,4.5234,0,0
-117.88,34.11,4.1411,0,0
-117.89,34.12,4.9239,0,0
-117.88,34.12,4.0938,0,0
-117.89,34.11,4.5221,0,0
-117.88,34.11,3.2383,0,0
-117.89,34.12,3.9934,0,0
-117.89,34.12,4.05,0,0
-117.89,34.11,3.6875,0,0
-117.9,34.11,4.2019,0,0
-117.88,34.13,2.8547,0,0
-117.88,34.12,4.1836,0,0
-117.89,34.13,4.1995,0,0
-117.9,34.13,2.6619,0,0
-117.9,34.13,2.6292,0,0
-117.9,34.13,1.5,0,0
-117.9,34.13,3.1597,0,0
-117.9,34.12,2.6629,0,0
-117.9,34.12,4.0529,0,0
-117.9,34.12,3.3322,0,0
-117.91,34.13,2.2132,0,0
-117.92,34.13,2.8643,0,0
-117.91,34.12,3.7846,0,0
-117.91,34.12,4.1944,0,0
-117.92,34.12,2.9459,0,0
-117.93,34.12,3.5385,0,0
-117.9,34.11,2.1667,0,0
-117.91,34.11,3.525,0,0
-117.92,34.11,3.2202,0,0
-117.94,34.1,3.3625,0,0
-117.97,34.11,3.0417,0,0
-117.99,34.08,3.5625,0,0
-117.99,34.07,3.4327,0,0
-117.98,34.07,3.0184,0,0
-117.98,34.07,2.9107,0,0
-117.99,34.06,2.564,0,0
-118.0,34.07,2.25,0,0
-117.99,34.07,2.4911,0,0
-117.99,34.08,2.8906,0,0
-117.97,34.08,3.0806,0,0
-117.97,34.08,3.3261,0,0
-117.96,34.07,3.7736,0,0
-117.97,34.07,3.2,0,0
-117.97,34.07,2.7802,0,0
-117.98,34.08,3.4784,0,0
-117.98,34.1,3.7727,0,0
-117.98,34.09,3.5,0,0
-117.97,34.09,4.1304,0,0
-117.95,34.11,3.1034,0,0
-117.96,34.1,3.2957,0,0
-117.97,34.1,2.9712,0,0
-117.97,34.1,4.0,0,0
-117.96,34.09,3.4427,0,0
-117.96,34.09,3.1621,0,0
-117.96,34.1,3.2266,0,0
-117.97,34.09,3.4032,0,0
-117.95,34.09,2.8375,0,0
-117.95,34.08,3.125,0,0
-117.95,34.09,2.851,0,0
-117.96,34.08,2.2679,0,0
-117.96,34.08,3.1912,0,0
-117.96,34.08,3.9741,0,0
-117.94,34.09,2.1062,0,0
-117.94,34.08,4.4653,0,0
-117.94,34.08,4.064,0,0
-117.94,34.08,4.87,0,0
-117.95,34.08,3.2969,0,0
-117.95,34.07,4.1172,0,0
-117.93,34.09,3.9861,0,0
-117.93,34.09,4.2062,0,0
-117.93,34.09,4.0167,0,0
-117.93,34.09,4.4625,0,0
-117.92,34.08,3.8705,0,0
-117.92,34.08,4.1312,0,0
-117.93,34.07,3.3977,0,0
-117.93,34.08,4.5078,0,0
-117.93,34.08,3.9583,0,0
-117.93,34.08,4.3947,0,0
-117.93,34.08,4.125,0,0
-117.91,34.08,3.6625,0,0
-117.91,34.08,3.5795,0,0
-117.92,34.08,4.2986,0,0
-117.92,34.08,3.5536,0,0
-117.92,34.08,5.7039,0,0
-117.91,34.1,3.2813,0,0
-117.91,34.09,3.0441,0,0
-117.92,34.09,5.0123,0,0
-117.92,34.1,4.375,0,0
-117.9,34.1,3.7083,0,0
-117.91,34.1,4.25,0,0
-117.92,34.1,4.0052,0,0
-117.89,34.1,2.9437,0,0
-117.89,34.1,3.8304,0,0
-117.89,34.1,3.125,0,0
-117.9,34.1,4.5655,0,0
-117.9,34.09,4.125,0,0
-117.9,34.08,5.212,0,0
-117.89,34.09,2.4167,0,0
-117.89,34.09,2.3971,0,0
-117.89,34.09,3.4453,0,0
-117.9,34.09,4.3409,0,0
-117.88,34.08,2.7763,0,0
-117.89,34.08,3.5,0,0
-117.89,34.08,3.1949,0,0
-117.89,34.07,3.8837,0,0
-117.9,34.08,3.2943,0,0
-117.87,34.06,10.1248,0,0
-117.88,34.06,5.9254,0,0
-117.9,34.06,7.5,0,0
-117.9,34.06,5.4469,0,0
-117.9,34.06,5.6406,0,0
-117.89,34.07,3.9808,0,0
-117.9,34.07,3.055,0,0
-117.89,34.07,4.5179,0,0
-117.9,34.06,5.3664,0,0
-117.9,34.07,5.8519,0,0
-117.91,34.07,5.0897,0,0
-117.91,34.07,4.5594,0,0
-117.92,34.06,3.5547,0,0
-117.92,34.07,4.7708,0,0
-117.92,34.07,3.2122,0,0
-117.91,34.06,5.112,0,0
-117.91,34.05,5.0758,0,0
-117.92,34.06,5.184,0,0
-117.93,34.06,5.4635,0,0
-117.93,34.06,3.9375,0,0
-117.93,34.05,4.1731,0,0
-117.93,34.05,4.2926,0,0
-117.92,34.07,9.7066,0,0
-117.93,34.06,3.4596,0,0
-117.95,34.05,5.8722,0,0
-117.94,34.06,4.0333,0,0
-117.94,34.06,3.6648,0,0
-117.93,34.07,5.3559,0,0
-117.94,34.07,3.3523,0,0
-117.95,34.07,3.2083,0,0
-117.95,34.06,4.6312,0,0
-117.96,34.07,4.6118,0,0
-117.96,34.06,4.4102,0,0
-117.96,34.06,2.067,0,0
-117.97,34.05,3.6563,0,0
-117.97,34.06,4.0469,0,0
-117.98,34.06,4.5417,0,0
-117.97,34.06,3.2413,0,0
-117.98,34.06,4.0274,0,0
-117.98,34.05,3.7454,0,0
-117.99,34.05,3.7917,0,0
-117.97,34.05,2.8438,0,0
-117.97,34.05,3.1667,0,0
-117.97,34.05,3.5179,0,0
-117.97,34.05,2.8333,0,0
-117.98,34.05,4.1429,0,0
-117.98,34.04,3.4722,0,0
-117.97,34.04,4.119,0,0
-117.97,34.04,2.5192,0,0
-117.96,34.03,3.4115,0,0
-117.96,34.03,3.9803,0,0
-117.95,34.03,3.7578,0,0
-117.95,34.03,2.7361,0,0
-117.96,34.05,4.6364,0,0
-117.96,34.05,3.0904,0,0
-117.95,34.05,4.375,0,0
-117.95,34.04,4.7679,0,0
-117.96,34.04,3.1591,0,0
-117.96,34.04,4.7955,0,0
-117.96,34.04,4.025,0,0
-117.96,34.05,3.7258,0,0
-117.94,34.05,3.7708,0,0
-117.94,34.04,3.5592,0,0
-117.94,34.04,3.8409,0,0
-117.94,34.05,3.3409,0,0
-117.95,34.05,3.494,0,0
-117.94,34.04,3.8864,0,0
-117.95,34.04,2.274,0,0
-117.94,34.03,3.83,0,0
-117.94,34.03,4.0521,0,0
-117.95,34.03,3.3389,0,0
-117.93,34.01,2.1863,0,0
-117.93,34.01,4.2266,0,0
-117.94,34.02,3.871,0,0
-117.95,34.02,3.875,0,0
-117.95,34.02,4.2578,0,0
-117.92,34.03,4.1118,0,0
-117.92,34.03,3.975,0,0
-117.92,34.03,3.9219,0,0
-117.93,34.03,3.8581,0,0
-117.93,34.03,4.7917,0,0
-117.93,34.04,4.9342,0,0
-117.93,34.04,4.8854,0,0
-117.9,34.04,4.5554,0,0
-117.9,34.05,7.6286,0,0
-117.91,34.04,4.6324,0,0
-117.92,34.05,4.6587,0,0
-117.88,34.01,4.7589,0,0
-117.88,34.0,3.6308,0,0
-117.89,34.01,3.6275,0,0
-117.9,34.01,3.7917,0,0
-117.9,34.01,3.9702,0,0
-117.91,34.02,3.2799,0,0
-117.9,34.02,5.0704,0,0
-117.91,34.02,3.8201,0,0
-117.92,34.01,3.375,0,0
-117.98,34.04,3.75,0,0
-117.96,34.02,2.375,0,0
-117.98,34.03,2.625,0,0
-117.9,33.99,3.443,0,0
-117.92,34.0,3.8125,0,0
-117.88,34.0,3.9375,0,0
-117.89,33.99,4.0324,0,0
-117.87,33.99,4.9271,0,0
-118.01,34.05,3.8125,0,0
-117.99,34.04,3.185,0,0
-118.02,34.04,5.065,0,0
-118.0,34.03,5.257,0,0
-117.98,34.02,3.1979,0,0
-117.98,34.02,4.4653,0,0
-117.98,34.01,5.7057,0,0
-117.99,34.0,6.6988,0,0
-118.02,34.02,5.2405,0,0
-117.97,34.01,3.7459,0,0
-117.97,34.01,3.7083,0,0
-117.97,34.0,3.8319,0,0
-117.97,33.99,4.7332,0,0
-117.98,34.0,6.019,0,0
-117.98,33.99,7.0778,0,0
-117.98,33.98,6.2217,0,0
-117.99,33.98,6.9695,0,0
-117.95,34.0,4.1328,0,0
-117.96,34.0,4.4038,0,0
-117.96,34.0,4.5163,0,0
-117.92,33.98,6.1552,0,0
-117.95,33.98,5.6716,0,0
-117.94,33.99,4.9932,0,0
-117.95,33.99,5.0142,0,0
-117.95,33.99,6.7978,0,0
-117.95,33.99,6.8492,0,0
-117.96,33.99,5.2852,0,0
-117.96,33.99,6.2517,0,0
-117.97,33.99,5.7268,0,0
-117.96,33.98,5.7407,0,0
-117.88,33.96,5.5469,0,0
-117.89,33.98,2.5125,0,0
-117.9,33.98,3.253,0,0
-117.9,33.97,5.4155,0,0
-117.75,34.06,1.9762,0,0
-117.75,34.06,0.4999,0,0
-117.74,34.06,1.4722,0,0
-117.75,34.05,1.7206,0,0
-117.75,34.05,2.1908,0,0
-117.75,34.06,2.0156,0,0
-117.75,34.06,1.625,0,0
-117.94,34.15,4.4821,0,0
-117.95,34.16,6.2654,0,0
-117.94,34.14,5.411,0,0
-117.95,34.14,4.5594,0,0
-117.95,34.14,3.038,0,0
-117.96,34.14,2.5275,0,0
-117.96,34.14,3.766,0,0
-117.96,34.14,3.9464,0,0
-117.97,34.14,2.6014,0,0
-117.97,34.14,3.1094,0,0
-117.97,34.13,3.4375,0,0
-117.98,34.14,3.0417,0,0
-117.97,34.13,3.4777,0,0
-117.98,34.13,4.0083,0,0
-117.98,34.13,3.6806,0,0
-117.97,34.15,6.4576,0,0
-117.97,34.17,4.9968,0,0
-118.0,34.16,6.101,0,0
-118.01,34.16,5.532,0,0
-117.99,34.18,6.5254,0,0
-117.99,34.16,4.2407,0,0
-118.0,34.16,4.8059,0,0
-118.0,34.15,4.275,0,0
-118.01,34.15,3.9125,0,0
-118.02,34.15,3.875,0,0
-118.02,34.17,9.4667,0,0
-118.03,34.16,6.6888,0,0
-118.03,34.15,4.1797,0,0
-118.02,34.15,3.6,0,0
-118.06,34.17,7.2419,0,0
-118.05,34.17,5.0482,0,0
-118.04,34.17,4.0385,0,0
-118.04,34.18,5.2865,0,0
-118.04,34.16,5.9582,0,0
-118.05,34.16,4.5625,0,0
-118.05,34.16,3.5694,0,0
-118.06,34.16,3.6705,0,0
-118.06,34.16,4.8214,0,0
-118.07,34.16,4.125,0,0
-118.03,34.16,7.1615,0,0
-118.03,34.16,9.8098,0,0
-118.05,34.15,8.2004,0,0
-118.06,34.15,15.0001,0,1
-118.05,34.14,8.9728,0,0
-118.06,34.13,3.6341,0,0
-118.06,34.14,7.0315,0,0
-118.06,34.14,8.4889,0,0
-118.03,34.14,4.7308,0,0
-118.04,34.13,4.645,0,0
-118.04,34.15,3.3621,0,0
-118.04,34.13,15.0001,0,1
-118.05,34.13,3.735,0,0
-118.06,34.13,3.292,0,0
-118.02,34.14,2.6316,0,0
-118.02,34.13,3.9464,0,0
-118.03,34.14,3.0727,0,0
-118.01,34.13,4.7159,0,0
-118.02,34.13,5.2329,0,0
-118.02,34.13,7.7307,0,0
-118.03,34.13,4.9583,0,0
-118.02,34.12,6.1536,0,0
-118.02,34.11,3.8029,0,0
-118.02,34.12,5.4555,0,0
-118.02,34.12,6.5784,0,0
-118.03,34.11,6.5722,0,0
-118.01,34.14,2.8352,0,0
-118.01,34.14,3.52,0,0
-118.02,34.14,3.5878,0,0
-117.99,34.15,3.1304,0,0
-118.0,34.15,2.5417,0,0
-118.01,34.15,3.2377,0,0
-117.98,34.14,3.6336,0,0
-117.99,34.14,2.5625,0,0
-118.0,34.13,3.2841,0,0
-118.0,34.14,1.0548,0,0
-118.0,34.14,3.2723,0,0
-118.0,34.13,3.5481,0,0
-117.99,34.13,2.9605,0,0
-117.99,34.12,3.2857,0,0
-117.99,34.12,2.5395,0,0
-118.0,34.12,3.9219,0,0
-118.0,34.12,4.625,0,0
-118.01,34.13,4.0729,0,0
-118.01,34.12,4.5491,0,0
-118.01,34.12,3.94,0,0
-118.01,34.11,2.5114,0,0
-118.01,34.11,3.5625,0,0
-118.01,34.11,4.2132,0,0
-118.02,34.1,4.733,0,0
-118.02,34.1,1.9688,0,0
-118.02,34.11,4.625,0,0
-118.03,34.1,4.4236,0,0
-118.03,34.1,2.7857,0,0
-118.03,34.1,3.94,0,0
-118.03,34.1,2.9422,0,0
-118.03,34.11,5.9175,0,0
